strategy,image_path,split,temperature_c,temperature_bin,quality_flag,source_manifest,source_width,source_height,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,center_x_224,center_y_224,tip_x_224,tip_y_224,preprocessing_mode,resize_method,channel_strategy,normalization,source_kind,jitter_seed
identity,ml/data/raw/PXL_20260125_115038687.jpg,train,-17.5,cold,clean,gauge_1_batch_2.zip,3472,4624,0,1306,2948,4339,2948,3033,114.21112618724557,111.5568743818002,33.326458616010854,107.0591493570722,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115038687.jpg,train,-17.5,cold,clean,gauge_1_batch_2.zip,3472,4624,0,1306,2948,4339,2948,3033,114.21112618724557,111.5568743818002,33.326458616010854,107.0591493570722,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1315418782
identity,ml/data/raw/PXL_20260125_115113912.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,67,1073,3072,4087,3005,3014,115.72712146422629,110.62508294625083,54.55760399334442,66.12236230922363,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115113912.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,103,1117,3025,4050,2922,2933,116.2546201232033,110.31980906921241,53.34757015742642,64.58806682577566,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,246345229
identity,ml/data/raw/PXL_20260125_115115395.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,444,1172,3162,3977,2718,2805,105.10198675496689,110.07543672014262,50.27225901398087,64.91607843137255,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115115395.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,405,1140,3196,4014,2791,2874,105.48305266929415,109.92679192762701,52.0874238624149,65.85163535142658,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,94364743
identity,ml/data/raw/PXL_20260125_115116424.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,204,867,3122,3907,2918,3040,103.12597669636739,110.96842105263158,48.22371487320083,68.06947368421052,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115116424.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,205,851,3130,3926,2925,3075,102.8025982905983,110.87089430894308,48.0317264957265,68.46022764227642,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,955111941
identity,ml/data/raw/PXL_20260125_115117057.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,229,948,2995,3922,2766,2974,100.48416485900216,111.08863483523875,47.50484454085322,66.82340282447882,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115117057.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,273,984,2954,3891,2681,2907,99.99373368146215,110.87499140006881,45.33472584856397,65.58954248366014,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,76622814
identity,ml/data/raw/PXL_20260125_115118563.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,0,1094,2613,3676,2613,2582,119.34665135859166,103.26382649109219,59.45901262916189,56.60728117738188,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115118563.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,0,1094,2613,3676,2613,2582,119.34665135859166,103.26382649109219,59.45901262916189,56.60728117738188,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,303992514
identity,ml/data/raw/PXL_20260125_115119325.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,95,1051,2365,3677,2270,2626,130.7390308370044,111.35171363290176,63.45022026431718,64.05239908606247,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115119325.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,82,1037,2371,3686,2289,2649,130.92599388379207,111.56874292185731,64.19571865443424,64.68010570026426,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1105715321
identity,ml/data/raw/PXL_20260125_115119880.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,127,1062,2716,3870,2589,2808,126.73433758207801,111.2182336182336,58.61722672846659,63.889458689458706,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115119880.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,134,1071,2714,3866,2580,2795,126.56868217054263,111.01423971377457,58.21395348837209,63.465330948121654,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2083627518
identity,ml/data/raw/PXL_20260125_115120449.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,238,1232,2384,3755,2146,2523,126.84287045666358,117.54894966309949,59.131407269338304,79.6385255648038,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115120449.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,271,1275,2354,3725,2083,2450,127.13048487758041,117.12,57.371099375900144,78.08,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1001169815
identity,ml/data/raw/PXL_20260125_115120953.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,107,1108,2230,3598,2123,2490,128.5863400847857,120.28530120481928,54.87630711257654,82.87100401606426,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115120953.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,85,1091,2247,3612,2162,2521,128.54616096207215,120.3166997223324,56.16577243293248,83.3624752082507,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1736125123
identity,ml/data/raw/PXL_20260125_115122663.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,124,1082,2421,3681,2297,2599,121.54706138441445,121.7391304347826,52.37718763604702,78.02508657175837,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115122663.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,112,1059,2436,3701,2324,2642,121.29156626506025,121.70779712339136,52.92530120481928,78.70522331566994,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1969602794
identity,ml/data/raw/PXL_20260125_115124744.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,0,783,3323,4405,3323,3622,107.92849834486908,117.0774157923799,43.23611194703581,63.85422418553286,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115124744.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,0,783,3323,4405,3323,3622,107.92849834486908,117.0774157923799,43.23611194703581,63.85422418553286,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1768373431
identity,ml/data/raw/PXL_20260125_115127962.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,325,1030,1994,2644,1669,1614,113.94607549430796,109.9182156133829,57.617255841821446,60.649318463444864,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115127962.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,303,1012,2009,2667,1706,1655,114.36342321219226,109.63141993957703,59.256271981242676,61.583081570996974,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1351253091
identity,ml/data/raw/PXL_20260125_115129858.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,229,1155,2168,3119,1939,1964,110.8678700361011,114.70305498981668,59.552346570397106,60.21995926680244,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115129858.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,243,1162,2157,3117,1914,1955,110.67753396029258,114.42905370843988,58.69174503657263,59.695140664961635,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,947894553
identity,ml/data/raw/PXL_20260125_115143033.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,551,738,2863,3126,2312,2388,113.1529411764706,115.95845896147404,56.319723183391005,66.54338358458962,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115143033.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,566,758,2841,3101,2275,2343,113.51630769230772,116.27349551856594,55.75876923076923,65.90934699103714,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1104059238
identity,ml/data/raw/PXL_20260125_115143850.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,616,1053,2854,3336,2238,2283,113.33118856121536,113.50118265440211,54.138337801608586,64.21725799386772,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115143850.jpg,train,-7.5,cold,clean,gauge_1_batch_2.zip,3472,4624,626,1061,2841,3329,2215,2268,113.49670428893904,113.46172839506174,53.689209932279915,63.851851851851855,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,571810498
identity,ml/data/raw/PXL_20260125_115144597.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,542,1126,2551,3188,2009,2062,114.50871080139372,114.99282250242486,56.49393728222997,65.40104752667312,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115144597.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,536,1105,2562,3204,2026,2099,114.21125370187562,115.20686040971893,56.68327739387957,66.48926155312053,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1067027577
identity,ml/data/raw/PXL_20260125_115145405.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,626,1303,2457,3144,1831,1841,118.3615510649918,120.39543726235742,58.91774986346258,67.24866920152093,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115145405.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,619,1295,2463,3157,1844,1862,118.3774403470716,120.0,59.352711496746196,67.45263157894738,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,814704259
identity,ml/data/raw/PXL_20260125_115147221.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,459,1174,2143,2811,1684,1637,118.26508313539192,119.47122785583383,60.80190023752969,65.7358582773366,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115147221.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,445,1157,2158,2827,1713,1670,118.0936368943374,119.39065868263472,61.60326911850555,66.71712574850301,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,531534247
identity,ml/data/raw/PXL_20260125_115148055.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,609,1237,2234,2895,1625,1658,112.02756923076925,118.06610373944514,58.58461538461539,63.68733413751509,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115148055.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,606,1222,2246,2905,1640,1683,111.41268292682928,118.30873440285205,58.458536585365856,64.73773024361262,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2132991552
identity,ml/data/raw/PXL_20260125_115150984.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,482,1087,2194,2712,1712,1625,118.46355140186917,116.78326153846155,65.1588785046729,64.67741538461539,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115150984.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,459,1073,2212,2737,1753,1664,118.63183114660583,115.93076923076923,66.57387335995436,65.04615384615386,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,25327476
identity,ml/data/raw/PXL_20260125_115159520.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,0,504,3035,3663,3035,3159,113.26207578253707,118.81430832541943,49.86306425041187,68.69616967394744,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115159520.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,0,493,3027,3667,3027,3174,113.5614139411959,119.02911153119092,49.99484638255699,69.14782608695651,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,208719315
identity,ml/data/raw/PXL_20260125_115200210.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,0,607,2914,3447,2914,2840,119.10281400137269,117.45802816901407,59.858888126286885,67.90197183098593,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115200210.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,12,612,2903,3443,2891,2831,119.12058111380145,117.43581773225006,59.405326876513314,67.72221829742142,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,413180457
identity,ml/data/raw/PXL_20260125_115200940.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,223,1130,2596,3789,2373,2659,119.17404129793509,98.76555095900716,60.32802359882005,56.998270026325685,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115200940.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,220,1124,2598,3804,2378,2680,119.20605550883096,98.49313432835821,60.483767872161486,57.0531343283582,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2080950717
identity,ml/data/raw/PXL_20260125_115204481.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,0,1363,2870,3832,2870,2469,105.98243902439026,96.359011745646,61.54146341463414,60.28675577156744,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115204481.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,0,1363,2870,3832,2870,2469,105.98243902439026,96.359011745646,61.54146341463414,60.28675577156744,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1486127662
identity,ml/data/raw/PXL_20260125_115207208.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,183,1388,3135,3852,2952,2464,100.70135501355013,101.41818181818181,60.09756097560976,56.34545454545454,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115207208.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,177,1387,3136,3858,2959,2471,100.91733693815478,101.22152974504249,60.409597837107135,56.27648725212464,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1893744462
identity,ml/data/raw/PXL_20260125_115222662.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,130,1281,3321,4510,3191,3229,114.79385772485114,109.6760606999071,62.76352240676903,58.937875503251774,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115222662.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,124,1298,3324,4506,3200,3208,114.891,109.20698254364089,63.007,58.1366583541147,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,430799658
identity,ml/data/raw/PXL_20260125_115242004.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,890,1297,2257,2609,1367,1312,113.67139722019022,112.13658536585366,67.01975128017557,60.1829268292683,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115242004.jpg,train,-7.5,cold,clean,gauge_1_batch_3.zip,3472,4624,885,1300,2253,2603,1368,1303,114.40701754385967,112.39539524174981,67.78947368421052,60.082885648503456,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1548284816
identity,ml/data/raw/PXL_20260125_115323183.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,402,1366,2627,3591,2225,2225,117.4867415730337,112.060404494382,96.23442696629215,39.90723595505619,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115323183.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,443,1399,2583,3559,2140,2160,117.86168224299065,112.01037037037037,95.76523364485982,37.685925925925936,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,793573183
identity,ml/data/raw/PXL_20260125_115323990.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,175,1404,2761,3921,2586,2517,117.34447022428462,110.96765991259437,94.81453982985305,40.635041716328956,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115323990.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,182,1411,2753,3911,2571,2500,117.41921431349671,111.09504,94.75783741734733,40.28415999999999,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1050150559
identity,ml/data/raw/PXL_20260125_115324736.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,258,1582,2796,4190,2538,2608,117.86918833727344,108.24662576687118,97.50795902285263,36.15092024539878,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115324736.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,284,1624,2763,4155,2479,2531,118.32513110125049,107.8226787830897,97.47930617184349,33.533623073883845,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,8019223
identity,ml/data/raw/PXL_20260125_115326987.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,533,1061,2914,3621,2381,2560,101.62318353632928,107.75625000000001,79.45837883242334,39.47124999999999,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115326987.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,565,1082,2889,3605,2324,2523,101.03132530120482,107.47205707491082,78.32289156626506,38.1856520015854,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1326161203
identity,ml/data/raw/PXL_20260125_115330301.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,311,1500,2611,3633,2300,2133,115.82747826086955,100.23816221284575,101.00452173913042,38.89807782466011,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115330301.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,339,1516,2578,3612,2239,2096,116.18186690486823,100.29770992366412,100.95506922733361,37.874809160305354,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1782513925
identity,ml/data/raw/PXL_20260125_115332945.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,40,894,2500,2619,2460,1725,119.11154471544715,133.80266666666668,96.76617886178862,49.65657971014494,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115332945.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,84,911,2459,2591,2375,1680,119.2245894736842,135.12000000000003,96.07949473684211,48.72000000000001,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1425262065
identity,ml/data/raw/PXL_20260125_115334057.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,925,1034,2643,3225,1718,2191,102.53410942956928,119.63706070287537,75.6488940628638,48.37827476038339,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115334057.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,911,1026,2654,3240,1743,2214,102.86265060240966,119.203613369467,76.36305220883534,48.68509485094851,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,331702645
identity,ml/data/raw/PXL_20260125_115334678.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,841,879,2656,3113,1815,2234,97.72077134986226,119.08898836168306,81.36815426997245,46.25389435989256,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115334678.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,879,909,2627,3076,1748,2167,96.59679633867276,119.669958467928,79.61739130434782,44.582925703737885,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1146331533
identity,ml/data/raw/PXL_20260125_115335432.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,785,1078,2453,3195,1668,2117,102.65323741007195,122.79263108171942,80.23980815347721,41.25536136041569,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115335432.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,796,1104,2429,3180,1633,2076,103.34451928965096,122.41233140655106,80.45070422535211,39.26473988439307,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,574665130
identity,ml/data/raw/PXL_20260125_115336256.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,792,1072,2450,3187,1658,2115,100.32714113389625,115.74921985815604,78.454041013269,40.89191489361701,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115336256.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,810,1098,2421,3164,1611,2066,100.75133457479825,115.67550822846081,78.2400993171943,39.04278799612777,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2072097652
identity,ml/data/raw/PXL_20260125_115343103.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,1025,1374,2613,2930,1588,1556,112.04231738035264,120.22005141388173,102.35163727959697,41.071465295629814,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115343103.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,1050,1398,2587,2913,1537,1515,112.11659076122315,119.92501650165016,102.10435914118412,38.634455445544546,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1890498904
identity,ml/data/raw/PXL_20260125_115344301.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,869,1234,2391,2741,1522,1507,116.75374507227332,115.01738553417385,98.68068331143233,37.68015925680159,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115344301.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,884,1262,2371,2726,1487,1464,117.24223268325487,114.11147540983606,98.74377942165434,34.502732240437155,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,399930127
identity,ml/data/raw/PXL_20260125_115344951.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,806,1123,2366,2705,1560,1582,116.60923076923076,116.94159292035398,99.69435897435898,36.31858407079646,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115344951.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,796,1122,2377,2711,1581,1589,116.47716635041111,116.56740088105728,99.78697027197975,36.29955947136563,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1094767427
identity,ml/data/raw/PXL_20260125_115345639.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,619,972,2660,3003,2041,2031,115.57785399314061,116.95204332840966,97.26055854973052,42.24126046282619,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115345639.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,591,949,2681,3021,2090,2072,115.8690909090909,117.12432432432433,97.98124401913876,43.89189189189189,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2018102210
identity,ml/data/raw/PXL_20260125_115346411.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,503,1163,2787,3431,2284,2268,114.65779334500876,116.8888888888889,93.95446584938705,42.71604938271605,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115346411.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,475,1136,2820,3451,2345,2315,114.34985074626864,117.12829373650109,94.18507462686568,44.46133909287257,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1819241300
identity,ml/data/raw/PXL_20260125_115350771.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,645,1319,2610,3241,1965,1922,113.16274809160305,114.61061394380854,93.57842239185752,43.0984391259105,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115350771.jpg,train,5.0,cool,clean,gauge_1_batch_3.zip,3472,4624,647,1310,2601,3239,1954,1929,113.57052200614126,115.2398133748056,93.87594677584444,43.98714359771902,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1520252679
identity,ml/data/raw/PXL_20260125_115354208.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,1117,1398,3066,3348,1949,1950,110.621980502822,113.4715076923077,92.56866085171883,35.093333333333334,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115354208.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,1099,1384,3083,3357,1984,1973,110.7027419354839,113.73818550430816,92.96790322580647,36.27369488089204,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1373782154
identity,ml/data/raw/PXL_20260125_115355557.jpg,train,5.0,cool,clean,gauge_1_batch_4.zip,3472,4624,911,1406,2574,3075,1663,1669,116.40457005411906,114.37555422408624,101.85736620565244,30.050089874176166,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
